id,full_name,email,signup_date,country,plan,annual_revenue_usd
4f94692c-addc-46d7-894e-57fb5092adb7,Aaron Sanchez,paynewendy@example.net,30/12/2025,PG,free,38815.48
13c7f1cf-d5ec-4b93-974c-dc537fe696f3,Michelle Maldonado,nicholas93@example.org,12/09/2024,PS,,41231.96
289cbc9c-68d3-4cda-9791-8d4ccaa14c81,Lauren Fisher,valdezsue@example.net,04/12/2024,AO,,40500.0
c3fbb39c-be06-4764-8049-142ddea94942,Sara Peterson,nancy34@example.org,17/01/2026,BA,enterprise,36284.18
f5fc4f6c-d64e-445b-afda-cb86f51e6b2e,Kathy Bean,colemankayla@example.net,02/05/2024,AT,enterprise,16439.23
35e6e92b-a5f0-43cb-97b0-6e045e920588,Richard Duncan,hduffy@example.org,07/01/2026,MX,,2416.86
1b97bf5d-51fa-4cb3-be69-f08d6225378a,Andrea Andrade,kimberly83@example.org,06/02/2025,LR,pro,420.09
09729b3c-0a5f-42fd-8978-d20e0e5ee8a3,Kevin Moore,riverageorge@example.org,11/04/2024,QA,,48837.96
1f02588b-912a-44ac-bae1-a6e863acba55,Daniel Ross,earl66@example.org,07/04/2025,GN,pro,39125.62
47c822d1-e051-45ea-b40c-fc31010bb089,Stephen Alexander,jamesgardner@example.com,26/04/2024,HN,,30521.48
c0df5b69-6fb9-40a7-ad30-84e1ec9574da,Philip King,ghuber@example.net,22/02/2025,TN,enterprise,14730.8
1d6e0872-213b-493a-b54f-49378f62c7e9,Marissa Stevens,theresahall@example.net,20/04/2025,CY,free,24614.77
d7498499-7c58-4b2d-adec-69c324cf2377,Daniel Austin,phillip00@example.net,02/09/2024,RO,enterprise,38083.0
c16a6bcf-6cdb-4365-a074-59cb304ae456,Jennifer Glover,marksimon@example.org,11/06/2024,CY,enterprise,39823.29
277aa2a3-9935-4f57-95d7-2c2a5c890463,Maria Hood,agood@example.net,16/09/2025,LY,enterprise,29739.28
3513af04-87e4-4ad4-9dae-bde40efa00cd,William Kennedy,ambermurphy@example.net,13/05/2025,AM,free,15336.96
dbb71a6a-8945-4cc2-9a41-d713a417aa8e,Anna Massey,kyork@example.net,27/09/2024,CH,,15132.44
c727c8ff-e0b8-4157-8626-3421097e8c2a,Andrew Henson,jacob40@example.com,10/03/2025,TM,,11476.13
955bf8aa-73c4-4e0d-a246-1d13454e065b,Paul Olson,alyssawilliams@example.org,04/06/2025,UA,enterprise,7219.7
740f86fb-7c0e-419c-8d80-61b988ce664c,Elizabeth Miller,thomas29@example.net,12/11/2025,CZ,enterprise,2253.88
3aa536a7-6b52-4032-bc38-29674606c40b,William Ramirez,mwright@example.org,05/06/2024,ME,free,34606.44
dac1c06d-1aa4-4b26-8535-4cd73c8dfcc4,Jennifer King,michellewilliams@example.org,30/05/2024,VC,free,12080.77
05cc46a3-97e3-4f07-8b1c-691973d08da7,Vanessa Walls,ywatson@example.net,24/03/2025,BA,free,47415.05
0bb9cc21-b8ed-447f-a6ce-7194ddd1e0d9,Robert Green,carl56@example.org,04/11/2025,MV,enterprise,20866.7
ccb43d38-8e8a-4808-ac51-a6ab02cc29fb,William Taylor,markhickman@example.org,12/09/2024,TM,enterprise,34354.03
f7a0cb6a-7cbb-478a-9abc-406b6f0e0c34,Jill Morales,kathy79@example.net,22/07/2024,CO,enterprise,1315.67
672ad095-4537-4082-96e2-e7e31ad3e4ce,Steven Williams,ramosdeborah@example.com,02/01/2026,AR,enterprise,21100.95
b841f05b-2e70-470f-b156-502d277d792e,Kelli Wallace,matthewrusso@example.com,02/09/2024,PT,enterprise,37921.97
c9e80884-d280-4ad1-b66b-2d737555a312,Timothy Powers,jamiehernandez@example.org,06/04/2025,SB,pro,44864.03
928e9549-9360-4a5e-9f86-4b9f4dba3b5a,Todd Armstrong,hamiltonjanice@example.org,29/03/2025,RW,free,30594.21
345f11e6-c687-47aa-99b8-525b5abfda37,Crystal Sloan,nicolegriffin@example.org,26/08/2024,JM,enterprise,25596.62
21e515b7-2c00-41f1-8605-3c35373ca345,Mr. Justin Aguilar,christopher05@example.net,31/03/2024,GR,free,1589.48
c54266e1-fcbc-4869-94d0-c7ec21ce8a67,Melissa Jones,williamsandrea@example.org,16/01/2025,ES,free,15641.63
e8850c1f-1fb4-4fd5-86b8-04c281f4d668,Brittany Waller,hughesgeorge@example.net,06/01/2025,TN,,46271.81
2f9f0ae4-74e1-4e68-b6f8-d42d1ac06fa0,Melissa Warner,alexandra30@example.com,16/02/2025,RS,free,25199.88
b9fd37a9-fcc5-47ca-b12c-c26d744d3f16,Jamie Green,gregorythomas@example.com,29/10/2025,RO,enterprise,48328.15
bac5b7a7-c0a6-48d1-bf9c-0b26b8ff1154,Michele Larson,danieldunn@example.com,09/01/2026,GW,enterprise,25761.25
5d2cb1e3-c653-4e4d-830a-79df29a4a91c,Kathleen Randolph,daniellecortez@example.com,25/09/2024,CM,pro,27581.93
31beb681-7e9f-4878-8d11-d3bb071437bf,Mr. Bradley Moody MD,millerjennifer@example.org,12/02/2025,ZW,enterprise,3370.14
a4591f6a-58f4-4555-869b-adbc002b438a,Alexis Alexander,kellypreston@example.com,20/02/2026,DJ,,8954.39
29cd93d8-2a6c-4d9b-9517-d25147cb68bd,Amanda Mckinney,geraldhoward@example.com,08/10/2024,KG,enterprise,27913.38
07eb66ad-9c81-4d3e-9caf-60b1946e4ff9,Heather Miller,steven94@example.com,15/01/2025,ST,enterprise,49152.33
edba0b02-783d-4e01-9a95-d65483489935,Raymond Larson,imedina@example.com,03/04/2024,GN,free,42521.93
b10e4a29-170e-4891-8d5b-00a1de5191ee,Daniel Osborne,lopezheather@example.org,06/04/2025,EE,pro,43856.08
b8b600c0-adb4-48a1-b399-a07314fb29f8,Tara Roberts,mendozajeffery@example.com,04/06/2025,AE,,22142.28
ccf63172-cbfd-4c8d-970b-668eaeb55145,Alexandra Patton,evillegas@example.com,11/07/2024,GA,free,31294.82
3f128637-e092-459b-86ed-f9d4605e345d,Julie Marsh,andre85@example.org,08/11/2025,IR,free,35724.71
aaae7c12-e496-4296-8b24-11d2daa932b4,Sarah Yoder,bryan57@example.org,28/01/2025,TG,free,32933.18
611074de-5f3a-4f6f-8adf-4e8ff34f1a86,Miguel Walker,brianmckay@example.net,27/07/2025,MM,pro,44633.42
9c3f49c4-8e7a-462e-8a44-4051e5f6e9b2,Ronald Luna,tamaraingram@example.net,06/04/2025,BO,enterprise,13745.93
679f129e-21ee-4a37-bcfd-26544433e693,Robin Vazquez,lopezjustin@example.com,19/04/2025,CF,,48613.12
71b5b507-0efc-4834-ae88-d4b1bb172cd9,Johnny Johnson,bevans@example.net,08/12/2024,SY,pro,27240.8
d4da0cae-146d-4b6a-a126-51fba0e9b174,Eric Barnett,jennifer16@example.com,17/04/2024,MM,free,18419.32
6032fde0-9f8c-46c3-9649-734ccdddf851,Cynthia Cohen,robinsonchristy@example.net,22/03/2026,KG,free,47201.06
cca5a2af-51d1-4d27-b378-88d54f498410,Mr. Melvin Hughes,andrea35@example.net,31/10/2025,CH,enterprise,29195.78
43b75cb8-976a-40f4-81f0-20634f6973f0,Vicki Horton,uanderson@example.net,08/03/2025,BR,,40386.31
0d1e1cc9-d385-499e-86d3-d6af800bfb99,Paula Leach,eharvey@example.com,27/06/2025,TM,enterprise,34164.7
f40220dd-ebae-41b6-924d-373c6ed325be,Jessica Moore,leelisa@example.com,11/07/2025,IE,free,33617.4
37bce6bc-b12d-4606-af9b-44f30e3fec8f,Matthew Mcmillan,sarah24@example.com,27/09/2024,SM,pro,4380.21
eb10a1c2-255e-4a1a-a7dc-c0117a29f10d,Earl Adams,briana48@example.net,22/12/2024,DM,,35567.08
e26a8f9f-27eb-4243-870a-bc5ec08b4aea,Lori Pratt,harperrobert@example.com,16/08/2024,BJ,free,16377.99
cc2fa922-096e-4e51-a60d-6167172d1e87,Michael Jones,haileyrodgers@example.com,11/09/2024,GB,free,43974.44
74ee13be-70da-4ca3-b2c7-083614bc8548,Darlene Jones,sheila74@example.org,16/01/2025,AU,free,6775.8
f62c4d84-9032-442c-a43d-d40aa895df76,Christopher Roberts,fgreen@example.com,13/04/2024,ER,pro,5463.58
54d0174f-a159-4df1-ad9b-59c0f4fddd45,Meghan Stone,vbrown@example.net,08/11/2024,NO,,30420.79
ba658cf3-c8ef-4e79-9282-0ccb5e0e64be,Shelia Miranda,matthewelliott@example.org,03/11/2024,VA,pro,32298.61
9fc1206b-290d-4fca-8f60-918a99a2324b,Daniel Bailey,ryan62@example.org,24/12/2025,CF,free,39884.55
51f502f7-d076-470b-b3c6-46836a8875c6,Teresa Poole,jdominguez@example.net,06/05/2025,EE,enterprise,49082.43
bf9f1918-ce8d-4989-a115-9e37d61e328d,Charles Jackson,elizabethrodriguez@example.com,28/02/2025,MW,pro,7544.53
c6e2824c-69f6-42f4-a8b3-db15f122e61e,Kelly Fitzgerald,whitecheryl@example.com,10/08/2024,PL,pro,19162.78
cd639922-aa9f-4f85-ba02-fa65c2747ac4,Andrew Wilcox,charles34@example.net,16/09/2024,BT,free,47061.54
d44c0237-dd64-44ac-ae74-345744f2ebec,Alexis Peters,tsmith@example.net,22/09/2024,BJ,free,40660.6
dd7ae952-ea77-47ad-a7f8-9004a5286582,Aaron Smith,marissagrant@example.net,17/03/2026,KM,,19730.34
4b4e5dca-581f-47f6-853b-ecbd9e23df66,Brittany Blake,gregorytracy@example.net,25/10/2024,KR,pro,24117.38
6295b63d-0670-454e-b728-06a195f14628,Robert Dunn,joshua10@example.com,02/06/2025,AZ,,32401.79
131c8564-7a6f-4b8d-b159-ef038f64254f,Karen Scott,myoder@example.org,22/04/2025,MM,,30185.9
b7cf1436-2555-487c-8a38-557efd229be3,Jennifer Everett DVM,stanley65@example.net,17/04/2024,BN,free,18168.52
f87698ca-6816-4fae-9790-e2c5f6fc2393,Taylor Padilla,kellyarcher@example.com,18/02/2025,AD,,11021.83
04e38d8d-99b6-40d1-a2b8-7355fb903643,Cindy Goodman,blackwellcynthia@example.net,12/03/2025,UZ,free,33544.37
e505315a-e3f6-4e02-b734-39186250ce62,Marie Wade,guzmandana@example.com,19/12/2025,ZM,pro,26183.16
718689f0-bf2f-4c12-bbdf-49599e422ad5,Terri Riley,zunigacindy@example.com,18/07/2024,MG,,5520.85
6100899d-7a2e-4176-862f-012a2b81354f,Shelly Peters,lroberts@example.org,28/02/2025,SA,,45270.01
5227b63b-788f-4e48-9554-4efc77c8790c,Keith Ramirez,rachelterry@example.org,25/01/2025,AT,,15529.3
f34ef998-f295-4a4c-9965-77a774d68a35,Amy Kelley,hholmes@example.net,16/08/2024,VA,free,46304.71
72d7c531-dacd-47fb-8fb0-538f9a6649a9,Daryl Spencer,ttorres@example.net,16/12/2025,SC,pro,4812.51
4bda7f32-7345-4379-bad6-db629e7113de,Kimberly Ford,kayla26@example.org,09/02/2025,GB,free,14523.93
f0dc4d18-3099-47a9-9eb3-89fac977ad01,Allison Franco,tlowery@example.net,08/06/2025,CO,free,48079.42
ea32e5a0-264e-4480-b65e-9f128ad431e7,Diana Young,joshuascott@example.com,08/10/2024,YE,,27479.34
512c7062-dabc-41f9-89de-c83b3f5a6bde,Amy Neal,josephbeth@example.net,20/03/2026,VU,free,9917.85
f1057e03-ec9e-4796-8e1f-cf9c3631f949,Mark Silva,kimberlywilliams@example.net,29/03/2025,LT,free,28151.18
84b5ffaa-ba1f-44c8-8296-331fda888632,Ashley Smith,hicksedgar@example.org,26/02/2025,JP,free,30277.22
ea6f497d-2bd4-4b5d-b84a-3a304d220a7a,Laura Olson,rodriguezjennifer@example.org,24/02/2026,TZ,pro,28123.03
6482d796-b06a-4d45-ac87-688cb805edef,Steven Marquez,john43@example.com,10/03/2025,HU,,40880.29
afc7ce41-5489-4615-a24d-4be40bed5a48,Laura Smith,yreynolds@example.com,25/06/2024,MY,,9109.7
62311537-50fe-427e-827a-4805907ab762,Laurie Cooper,melissa17@example.org,23/06/2024,MM,enterprise,8908.64
d9967df0-b079-40e8-adbb-786f24c3ab3f,Traci Mcdaniel,qoconnell@example.net,26/01/2026,HU,,34943.36
eb944c5c-216d-417a-b185-7f14e4723544,Andrew Moore,brettsharp@example.com,15/10/2024,KM,pro,23812.06
7fe1773c-94f8-416c-b2ed-ced0f8f13bbe,James Martinez,leslie88@example.com,21/04/2025,PS,enterprise,3795.28
cb7c1bff-cfca-4233-806c-98f0924f4cab,Marcus Padilla,molly68@example.org,11/12/2025,CV,enterprise,33534.64
30fec65e-eec0-4cbc-b0a2-7b57008f1d9e,David Clark,wrightjohn@example.com,17/01/2026,LI,free,45588.28
c80da2c3-f2d9-4225-b275-8e1722daafda,Miss Jessica Ryan,vrollins@example.net,14/06/2024,GQ,free,32124.7
600ca306-37fa-40cd-bb99-9ef38d3b0384,Nicholas Gonzales,howardcolleen@example.org,14/08/2025,GA,free,35224.71
e4b9a93c-ab8c-42fa-ac60-ef61700a6591,Tara Ramirez,coltonhernandez@example.org,23/09/2025,ER,,11367.05
63fd997d-c868-4f02-a781-ddc84080831e,Sandra Griffin,rodriguezshawn@example.com,30/09/2024,BH,,30911.43
0395d79e-3732-4e64-a2fe-c7412167bf49,Brittney Holland MD,rwatson@example.org,08/03/2026,LR,enterprise,22591.54
8b2c5a36-f3c1-416a-a734-f8f5709e16cf,Kimberly Richardson,imiller@example.org,17/07/2025,NZ,enterprise,316.51
cd3a4c09-eb7a-49fb-aeb6-020f225f7472,Andrea Moore,frederickbrittany@example.com,26/11/2024,GN,pro,44405.27
23eeb0a0-9413-42bc-a854-dc078b6f1001,Christopher Levy,richard14@example.com,10/05/2024,KZ,,33125.09
4ce51d68-ed0e-4654-abb2-db34ef550bbb,Morgan Coleman,obird@example.org,09/06/2024,AZ,free,40428.85
1e1d7ee3-20c5-4242-89f3-c8454d1b808d,James Woods,hwilliamson@example.org,06/11/2025,ER,pro,47801.01
2a588724-7260-4b95-955e-83380349dd6d,Eric Hill,jamesjeffrey@example.net,06/08/2024,YE,,35789.56
d7da537a-3738-468f-8497-fdff2f9300e2,Casey Williams,justinkennedy@example.net,22/10/2025,KG,free,22094.06
daa31850-e783-412d-aad0-6fba357c9e46,Thomas Bailey,houstonkristen@example.net,20/12/2025,IT,,5014.24
d6128f1b-9e4b-42cd-a7d6-9b5c9d3092d3,Darrell Ballard,nichole70@example.net,12/06/2024,BS,,23111.87
fd9c4266-bbae-4ac4-bf4d-be2c63792618,Brandon Hayes,gregory62@example.org,14/03/2025,GT,pro,29174.08
1a9d7ca9-1c57-4c33-93f7-51fe17227524,John Whitaker,ayalashannon@example.com,19/03/2025,CH,free,3888.5
523698fc-9ffb-4729-a079-70ae8ba5bb70,Jasmine Lucas,porterjennifer@example.org,19/11/2025,AU,,26959.69
cd29a0a0-2827-42b2-b0ba-f26b4bbfcc9b,Joseph Nelson,howardmora@example.org,10/07/2024,NZ,pro,19065.52
b6e0012a-e0c7-4a60-9858-ca9963b37c5b,Hannah Thomas,kevin57@example.com,07/07/2024,UY,enterprise,20793.75
dbc066ee-1fe8-44ac-b0af-8653f19bb510,Jesse Johnson,rsoto@example.org,17/07/2025,VE,free,38942.78
7d0ed653-574f-4cda-b1cf-53494cfefe8f,Kayla Mcdaniel,jondavis@example.org,01/12/2025,TZ,,31845.73
3908df8b-27ef-4d52-acff-2090b009af0a,Virginia Brown,xhernandez@example.net,06/07/2025,GD,pro,10360.66
04660416-7745-43b6-af8e-74e8cdbfce4d,Derek Thomas,markbell@example.org,05/12/2024,BS,free,14893.9
bb4bafe1-e8bf-40ff-aeee-ba53be620dc3,Matthew Gray,anthony92@example.net,03/12/2024,NZ,,25520.89
d4d9bb12-f183-479a-9c40-32509090e94d,Hector Reed,kellysuzanne@example.org,18/09/2024,GA,,14658.78
3dcb1023-1c62-44cc-8415-536065c97bd3,Fred Rangel,nicole75@example.net,03/09/2025,TO,enterprise,6649.4
a596f264-2fd5-4069-8e51-215df4eb9380,Zachary Wood,gregory86@example.org,04/05/2024,BT,pro,29148.82
321c7648-3cce-4b41-8537-754d69f1659e,Anne Moss,brandiwilkerson@example.org,22/09/2025,KN,pro,16993.41
0423ead6-1aac-490d-a09a-c579ebf2f937,Nancy Peterson,courtney47@example.org,18/08/2024,YE,,24597.82
088f99e4-b779-4aa4-ae2a-cc1efb410197,James Villanueva,anne67@example.org,05/05/2024,BE,enterprise,37679.13
c86f12b7-2f38-4092-8d21-42535d6c5c0d,Christine Gilbert,michaelromero@example.com,10/02/2026,CH,pro,2128.92
ffb50eb6-2489-441a-8a09-c282f900f6ff,Connie Hensley,jessica55@example.org,17/07/2024,KG,enterprise,12016.76
e99a701f-6a50-4432-adfa-472be51ca382,Emily Lee,rhondasherman@example.net,30/06/2025,BJ,pro,7690.56
73fbcae0-9b9c-4bce-9fea-5e671292de36,Amber Robinson,egreen@example.net,03/08/2025,GD,pro,21450.72
1980e384-2f67-4d52-9ed9-5bca03744067,Stephen Nunez,bakerrandall@example.com,13/07/2024,MM,free,39942.29
cd8217ee-a4b9-4bf8-b9ff-ef3e5203d44e,Brandon Thomas,samanthahawkins@example.net,19/02/2026,MM,pro,15279.63
7cbe34ca-702f-40dd-8570-c2b8d56335b7,Austin Parks,matthewmartin@example.org,15/07/2025,CA,,24713.96
1127b897-626f-4467-af0a-b08bc9e65066,Brittney Rodriguez,lucashoward@example.net,02/04/2024,IT,pro,23935.9
dcd43d4f-1392-4c5c-b92c-e1c9c667ac60,Jennifer Johnson,tammystrong@example.com,13/03/2025,LR,pro,855.51
5a318b07-e6f6-408c-a7dc-9da7fc62fe26,Anthony Fernandez,danielleevans@example.org,06/11/2024,IN,pro,9797.3
ee3a66e0-a3c2-4c44-9831-0de9538fb68e,Luis Joseph,stephaniemcgee@example.com,10/11/2025,IL,free,24340.0
96d5edf1-b818-43c9-9489-28bc4794038a,Ashley Church,djohnson@example.net,26/12/2025,KW,,41043.71
66871fd2-778e-49d1-af10-c3c674c33753,Dale Alvarado,burnsjanet@example.org,20/12/2024,IS,,12394.06
cc0a1cf6-c006-49bf-9ebf-ae6eb4ab449f,Xavier Murphy,sparksmelinda@example.net,15/06/2024,DM,,32725.02
de1e510e-aa3e-4bbf-a83d-0d4fce93a0f1,Brittany Rodriguez,meganyang@example.net,07/03/2026,PK,,10830.46
6d750c61-39d8-4a38-bccc-8f2e12510749,Joshua Steele,david74@example.net,24/03/2025,SL,enterprise,17095.84
c4938969-d4ef-4ccd-b5e8-8104f768afb5,Leslie Carlson,michaelmartinez@example.org,27/04/2024,IR,pro,8187.16
d60bca6b-3f94-4f97-b2a2-5ed950f9f897,Jesse Carter,smithpaul@example.org,22/01/2026,GA,free,13334.91
53719344-e7fa-456a-a715-978f013891bd,Rebecca Miller,bautistabarbara@example.org,19/11/2024,LA,free,19486.31
524e4259-b52c-40d3-8c91-cbd7bf3f906f,Jennifer Rivers,kiara67@example.org,12/09/2025,KI,free,38657.22
e4641145-f61f-4155-b8ce-f195c4313cf9,Bryan Barton,brownsuzanne@example.com,31/03/2025,RS,pro,29403.11
